@relation train
@attribute a0 real[2.281523748,8.43875939]
@attribute a1 real[2.067594976,8.312150114]
@attribute a2 real[2.098935092,8.207123495]
@attribute a3 real[1.7302687,7.897368767]
@attribute a4 real[1.922031196,8.301830863]
@attribute a5 real[1.89074753,8.270947776]
@attribute a6 real[1.814378694,8.220238395]
@attribute a7 real[2.033798859,8.139128858]
@attribute a8 real[1.944518782,8.23446125]
@attribute a9 real[1.742771298,8.326781271]
@attribute a10{35-49_male,50-64_male,25-34_female,18-24_male,50-64_female,35-49_female,25-34_male,18-24_female,65-xx_female,65-xx_male}
@inputs a0, a1, a2, a3, a4, a5, a6, a7, a8, a9
@outputs a10
@data
3.798304886,3.758923576,3.765380617,3.079070596,3.683352624,3.913403258,3.762950793,3.63469139,3.44987579,3.512053695,25-34_female
4.710894015,4.518358062,4.750820238,4.373818602,5.10722489,4.938150255,4.858650712,4.271730123,4.224565097,3.804650362,50-64_male
4.842503345,4.918624307,4.861572989,4.573794511,5.290646928,5.186906494,5.008255619,4.698606721,4.790127762,4.493879611,50-64_male
3.425265187,3.389347943,3.357484767,3.009497251,3.351854981,3.405966814,3.280478844,3.265366018,3.127464543,3.379780376,35-49_female
3.540840921,3.380064484,3.262876502,2.915573356,3.598622096,3.398920046,3.269843549,3.247106758,3.113022033,2.808421865,25-34_male
3.724261373,3.728103187,3.858667651,3.360757537,3.862736591,3.773729561,3.704249525,3.518912101,3.327662001,3.12487019,50-64_female
4.538811107,4.460625047,4.414185635,4.134570986,4.255306714,4.409736361,4.37938832,4.395251419,4.821673192,5.246692279,18-24_female
2.421296428,2.281324992,2.149818689,1.903643213,2.182263237,2.035232196,1.973136344,2.186259625,2.047133991,2.234346237,35-49_female
6.010336269,5.933210548,5.855831508,5.714185834,5.85494388,5.813568049,5.919072245,5.950766141,6.240848284,6.379635975,25-34_female
4.811794522,4.836160363,4.793600561,4.3808643,4.750193374,4.623926353,4.773710774,4.658303643,5.0675899,5.008583768,25-34_male
4.701987819,4.654667796,4.861994168,4.267269924,5.186276311,4.938584497,4.966641249,4.517605243,4.713713525,4.407795584,35-49_male
3.700506978,3.794696662,3.717704915,3.386606369,3.881382158,3.764784385,3.593072765,3.67573958,3.490345543,3.237034916,50-64_male
6.298325872,6.226754398,6.117432086,5.792918572,6.233652426,6.214390167,6.136743695,5.978261034,6.209835594,6.018547047,25-34_male
5.282138981,5.155224357,5.071378784,4.828992297,5.262780518,5.166258077,5.0529679,5.064719714,5.096907519,5.024888578,50-64_female
3.980727311,3.958039392,3.845108185,3.350528898,4.182676573,3.921877052,3.941275031,3.654680082,3.655595804,3.565677159,35-49_female
5.375255447,5.389030585,5.395192267,4.878419535,5.600578457,5.385290242,5.433209613,5.31194103,5.481720018,5.324631887,35-49_male
3.993733613,4.113538822,4.055474937,3.569636811,4.05705048,4.113084242,3.988684102,3.770425593,3.699705731,3.541710499,50-64_male
4.499009289,4.424473111,4.444720404,4.308897452,4.687864599,4.730551,4.555738018,4.164882551,4.146493846,4.011011085,50-64_female
4.977353538,4.972151242,4.925437295,4.668614537,5.504074931,5.30946943,5.143011256,4.879271861,4.858582249,4.306836103,25-34_female
8.43875939,8.312150114,8.207123495,7.897368767,8.301830863,8.270947776,8.220238395,8.139128858,8.23446125,8.326781271,25-34_male
3.754135067,3.796242869,3.679293041,3.539177818,3.693411547,3.611624154,3.726934353,3.69892119,3.849398178,4.149886733,25-34_female
5.568784464,5.696606772,5.599448835,4.891377976,5.806191469,5.756973541,5.665807512,5.455073988,5.420396246,5.24654581,25-34_female
5.129737831,5.172311748,5.336510833,4.723399183,5.618939687,5.426313985,5.335026977,5.128870063,4.85521834,4.349820906,50-64_female
3.590923536,3.491928731,3.481147343,2.986933122,3.716620951,3.486022629,3.409336974,3.566277627,3.515875587,3.350072632,18-24_male
5.037108646,4.977908233,4.874209752,4.758097371,4.875194923,4.802323634,4.834085229,4.919172323,5.23870512,5.522407028,18-24_female
3.656176718,3.53767101,3.449462264,3.162317984,3.60702497,3.635411927,3.508318245,3.339510148,3.450634575,3.574035378,25-34_male
2.969278034,2.950395167,2.971814018,2.494681695,2.975702283,2.811332944,2.763775311,2.713598959,2.442102299,2.533753134,50-64_female
4.802409484,4.903225106,4.750204303,4.252918148,5.146989316,5.036381962,4.806861658,4.669587403,4.636507862,4.469078566,35-49_male
4.628498801,4.516839346,4.528248029,4.412077333,5.034631241,4.856397389,4.646655522,4.374247699,4.324491701,3.926681223,35-49_male
3.177098625,3.144473483,3.320716239,2.840771475,3.036379048,3.070217521,3.110902693,2.91815929,3.018930007,3.07249688,25-34_female
3.642351462,3.128838761,2.979069919,2.933011964,2.976634978,3.003706357,2.998173423,3.11014892,2.843885423,3.345419053,50-64_male
4.17967291,4.192422082,4.110586126,3.930416361,4.227293021,4.148839203,4.138098164,4.135940494,4.376270691,4.481235766,18-24_male
4.60761438,4.590769714,4.508824165,4.31767191,4.634515425,4.545014611,4.545479349,4.555220835,4.889524026,4.872861957,18-24_male
4.193576831,4.179834432,4.239906525,3.886141138,4.520590031,4.486782556,4.236392748,3.940261894,3.783116422,3.457950191,50-64_male
5.410674263,5.383711635,5.389133451,5.23231951,5.519574025,5.430943055,5.401143799,5.386391098,5.749909226,5.76354008,25-34_female
4.674987776,4.657658793,4.47066062,4.076713757,4.76584171,4.687512934,4.511538403,4.361089447,4.42950874,4.214192255,18-24_male
4.632572771,4.688183856,4.709287363,4.076270943,4.738528631,4.610105645,4.704100804,4.485213522,4.647908175,4.619723976,25-34_female
5.425119413,5.445484314,5.332466982,5.100653856,5.498943477,5.435413267,5.340263645,5.303706632,5.445807375,5.369764573,18-24_female
4.171481961,4.253788585,4.201533144,3.612288426,4.406721351,4.306090876,4.242267437,4.126368281,4.145494637,4.454198885,35-49_female
5.661956957,5.584945794,5.513038965,5.556172468,5.668354199,5.460699697,5.470580659,5.589357572,5.670938077,5.674985836,18-24_female
6.036670592,6.049488818,5.90244323,5.745982882,5.985407117,5.8490564,5.9475907,5.988362434,6.238847659,6.445559806,25-34_male
4.69516237,4.663555976,4.427008531,4.083687026,4.693593202,4.788169642,4.568121929,4.258924992,4.303829518,4.403292191,25-34_male
4.489964031,4.619432594,4.515328732,4.019050433,4.790615793,4.667810323,4.596369039,4.463873191,4.515991938,4.255585915,18-24_male
3.347366693,3.379892793,3.265503669,3.071214763,3.508678989,3.373626564,3.212345485,3.113592706,3.025594304,3.088793192,35-49_female
5.044262326,5.037745285,5.058789937,4.60164453,5.023177028,5.300353927,5.013570159,4.749061794,4.715179705,5.033061827,35-49_male
6.977412613,7.025469399,6.913273366,6.585011662,7.061581653,7.003274257,6.985918881,6.904730521,7.15461966,7.100904902,35-49_male
5.396603102,5.421054524,5.371290314,4.792778465,5.490388685,5.400160679,5.375870131,5.30833485,5.476788035,5.578157933,35-49_female
4.30824382,4.323417312,4.155723795,3.620863593,4.25407239,4.178368669,4.105832082,4.058496957,3.870094505,3.966031554,25-34_female
6.442661919,6.402404362,6.244070495,6.020002754,6.356027029,6.249933442,6.361764082,6.409845416,6.574507412,6.880999664,25-34_male
5.085210186,5.271789848,5.140406646,4.409540994,5.387470037,5.239669489,5.18038906,5.16893471,5.195300691,4.859558798,25-34_female
4.431156604,4.120958392,3.889398277,3.745908968,4.023549752,4.122144346,3.91906217,3.889915907,3.947129086,4.091196566,35-49_male
4.341007997,4.406403403,4.42047426,3.999807361,3.882582358,4.090617958,4.069654025,4.265089435,4.377814279,4.731693195,25-34_male
3.896391327,3.926966418,4.036880435,3.317070736,4.141702586,3.873346526,3.801477536,3.851979857,3.82584867,3.519865066,25-34_male
4.845347531,4.837587433,4.692695853,4.510679137,4.994966342,4.975893782,4.801106113,4.493070688,4.631193496,4.796949715,35-49_male
5.108013167,5.059477777,5.002783349,4.478678502,4.86640946,4.79183175,4.856682569,4.843672308,4.960390601,4.731393091,18-24_male
4.049172555,4.19137518,3.945023855,3.442587217,4.286847543,4.225416497,3.983691069,3.883037002,3.958726701,3.746425128,35-49_female
4.67363415,4.595510168,4.507134928,3.995147234,4.523355155,4.425158686,4.480420965,4.563922248,4.365237603,4.377040832,35-49_female
3.346010913,3.209944181,3.223129612,2.644286806,3.288448942,2.975943671,3.020676898,3.220209916,3.179495198,3.104154462,50-64_female
4.216936131,4.134736239,3.852004348,3.763146613,4.042477732,4.15018898,3.994258135,3.919380548,3.936087493,4.162489916,50-64_female
4.203641716,3.990233592,3.97305234,3.538387294,3.874250741,3.791543418,3.798611781,4.066090725,4.063372237,4.014352507,25-34_male
4.133897931,3.89709724,3.749567477,3.407118915,3.959477781,3.851032272,3.798413753,3.801753792,3.700583784,3.970810701,35-49_male
4.536763745,4.533680596,4.458174998,3.890153641,4.675006138,4.573613309,4.525099218,4.385900719,4.393671053,4.803630324,18-24_male
3.991274194,3.987019276,3.952112355,3.489357797,4.049574235,3.854105207,3.782211609,3.888789283,3.569977102,3.523093334,35-49_female
6.130696862,6.075688712,5.870853074,5.319009429,6.02693041,6.029774902,5.934369993,5.902951374,6.062224908,5.949784373,25-34_female
4.65976745,4.551216685,4.62877987,4.330120397,4.738419424,4.514357565,4.547406006,4.301315232,4.39428901,4.356752531,35-49_female
4.57084006,4.710173535,4.560441364,4.229843874,4.744065526,4.823648495,4.585579023,4.34406306,4.573037876,4.186972662,50-64_male
3.596078692,3.612041947,3.656867605,3.202035178,3.628196442,3.714603078,3.727230706,3.260965106,3.492760794,3.743935339,35-49_female
4.733939191,4.787491682,4.701837503,4.21503483,4.773601672,4.845439043,4.664294768,4.43991696,4.57603845,4.818093811,35-49_female
4.132615895,4.010213399,3.899481186,3.523405179,4.085210564,3.949436227,3.976894301,3.894845615,3.922727954,3.844161177,25-34_male
3.163048035,3.194327209,3.088327816,2.751959044,3.320207008,3.066444417,3.05408078,3.135100474,2.93794938,2.752668784,18-24_female
4.651872753,4.606850276,4.615555243,4.109320376,4.565036808,4.448319934,4.586346092,4.378460712,4.733036708,4.829105059,35-49_male
6.044363788,6.218969809,6.1142092,5.597743683,6.425861996,6.306882144,6.15320906,5.990532492,6.012635269,5.878807684,18-24_female
4.362023562,4.45100741,4.341305624,3.745487184,4.532785339,4.573687741,4.360669574,4.249913735,4.251965356,4.071857977,25-34_male
4.183437756,4.388789733,4.516383017,3.925997558,3.895835227,4.248138007,4.084845016,4.121355848,3.912131014,3.967080686,35-49_male
6.259895813,6.235806688,6.165445754,6.024411469,6.288223274,6.239844006,6.224513687,6.200786597,6.459439959,6.493154914,35-49_female
4.510804596,4.339503365,4.345059635,4.024176908,4.329916869,4.280658115,4.315953757,4.366096169,4.666295398,4.832732887,18-24_male
4.403749914,4.370472308,4.197889587,3.935545775,4.45666192,4.528855252,4.289935532,3.986108842,4.137139877,4.133571383,35-49_male
4.030685613,4.085361106,3.991877124,3.463563459,3.960740085,3.831966234,3.792034013,3.961972074,3.970989385,3.960473026,25-34_female
4.900588988,4.877184948,4.779624679,4.679376019,4.889150787,4.816468162,4.783715481,4.883468761,5.249366784,5.305610142,18-24_male
3.272320455,3.02524406,3.043679346,2.772889619,3.117332015,2.886347866,2.925803563,3.015391936,2.928773615,2.7633581,18-24_female
3.454720209,3.33719467,3.177882943,2.864065115,3.187756197,3.233115426,3.037638913,3.202430575,3.274067644,3.29883786,25-34_male
3.190328716,3.052092973,3.015171886,2.615445256,3.047892688,2.87191496,2.841478912,3.121333684,2.833112211,2.756807696,50-64_male
3.794524261,3.691812028,3.647549905,3.493623319,3.592392464,3.63229637,3.671743946,3.71591979,4.030703695,4.308468932,35-49_male
4.026574444,3.926841415,3.682346881,3.590634425,3.964412114,3.821658559,3.755518861,3.644770695,3.568195341,3.640108807,25-34_male
3.902929322,3.814142764,3.792823591,3.286712186,3.721645513,3.642222793,3.547990004,3.615031085,3.455673352,3.528389347,35-49_female
6.121544976,5.86544296,5.815602265,5.559842045,6.051355759,6.156900392,5.985839297,5.817299249,6.505144907,6.347054921,50-64_male
3.584064137,3.491362541,3.462224128,2.985896605,3.673832627,3.44107374,3.467700779,3.380677766,3.192692016,2.981377727,35-49_male
5.790419807,5.718389042,5.74947556,4.969103025,5.813304709,5.741776574,5.851210439,5.562657513,5.960436936,5.980902496,18-24_female
6.542539761,6.610892987,6.301461436,6.120252551,6.520946111,6.41762171,6.413384256,6.395473485,6.570204552,6.454771627,25-34_female
7.018110421,7.026715496,6.899459181,6.724122459,7.051593216,6.995781767,6.914136162,6.956160901,7.154853993,7.249064677,35-49_female
4.152257701,4.203472799,3.982662671,3.550790332,4.455934783,4.29486397,4.104204417,4.238224647,4.196558254,4.01443049,18-24_male
3.83937142,3.597028473,3.522124435,3.281706363,3.739209798,3.616389649,3.511995806,3.247195435,3.112960852,3.178948781,50-64_male
4.185875366,4.280528482,4.278494128,3.886633297,4.553943575,4.232380634,4.183121331,4.297329283,4.21897005,3.886876569,25-34_female
4.666912719,4.556444828,4.330236786,3.994930781,4.48746503,4.641685521,4.503970967,4.211803694,4.365983117,4.775429451,35-49_male
3.95648121,3.883372584,3.830549302,3.543608269,3.580083717,3.698300709,3.716754043,3.848899418,4.29558283,4.41922508,25-34_male
3.773513251,3.595336953,3.56539786,3.459556937,3.469837409,3.485189413,3.482936921,3.669760228,3.889954265,4.199581017,25-34_female
5.09599145,5.102723974,4.999860319,4.840752548,5.393885509,5.126185112,5.031564215,4.939513798,4.764070993,4.159317338,50-64_male
5.646390272,5.617038833,5.600947267,5.011996875,5.739216135,5.724647624,5.603496385,5.366442357,5.301578437,5.408646583,50-64_male
4.304752269,4.273553001,4.224937535,3.648231712,4.426111993,4.421751815,4.237178133,3.868259679,3.96839551,3.781068179,50-64_female
4.138328967,3.899501062,3.846745569,3.657122411,3.885238178,3.639220988,3.674219543,3.926454525,3.630574614,3.535449199,50-64_female
4.996905843,4.916057684,4.829194766,4.402867902,5.065824917,4.977458089,4.995629302,4.786891524,4.937134001,4.717085484,25-34_female
3.530513621,3.618179025,3.541437086,3.061123936,3.834742166,3.655621385,3.50490703,3.494683062,3.521289646,3.204403096,18-24_male
3.91524474,3.842825486,3.784269997,3.567982585,3.941321984,3.706586981,3.747447328,3.876944394,3.684870843,3.832964902,18-24_female
5.459902247,5.496040388,5.468147118,5.005053598,5.542999752,5.337778502,5.410463944,5.401760568,5.559050041,5.627731593,25-34_male
5.337244681,5.191627,5.200330383,4.806986368,5.143274619,5.164290704,5.212312617,5.149711744,5.23433395,5.396770222,50-64_male
4.364216233,4.335740983,4.281873387,3.791708367,4.343545539,4.309556266,4.17208988,4.295161786,4.321035549,4.552934176,18-24_female
3.874337707,3.969332041,3.757133405,3.402851944,3.978849491,4.079661575,3.825006615,3.660882476,3.647815308,3.674156827,50-64_female
4.88770044,4.833746861,4.875781201,4.116277809,4.584484741,4.842506962,4.72688411,4.738698201,4.878455992,4.777139122,35-49_male
4.834918774,4.858825223,4.876524037,4.410889795,5.313774405,5.150824276,5.078337214,4.619717752,4.639970489,4.09644049,35-49_male
3.858969322,3.727189215,3.702765561,3.171837121,3.824157313,3.634531851,3.586624403,3.544289526,3.557210738,3.392449623,35-49_female
4.330635274,4.152180169,4.06007023,3.617180292,4.146600174,4.030667007,4.02627431,3.862511018,3.81867867,3.757898927,50-64_male
4.280975394,4.288420489,4.200253363,3.631131701,4.519975203,4.388514516,4.3335869,4.075462534,4.243178388,4.147650549,50-64_female
3.436576257,3.318669693,3.309223948,2.860936491,3.522446382,3.208505401,3.294982565,3.236847684,3.143584595,2.869159121,35-49_male
3.873401418,3.785207165,4.095179554,3.488568388,4.094731382,4.028534273,3.943097538,3.520970589,3.603772127,3.209650086,50-64_male
4.635709877,4.635254966,4.479313139,4.419700665,4.496716586,4.610433223,4.508013042,4.290610332,4.465677036,4.880852128,35-49_female
6.526722154,6.56210956,6.389427574,6.013185172,6.446809711,6.306555025,6.381879965,6.324773849,6.619020474,6.393632948,35-49_male
4.982923291,5.041834435,5.024376696,4.180988928,5.221597899,5.081051143,5.05781972,4.825370759,4.848820323,4.8115577,50-64_male
3.432404209,3.409491812,3.414813498,2.790003138,3.495279841,3.264507068,3.27036986,3.304889567,3.23101712,3.097059284,18-24_male
3.128756995,2.956279097,2.888158257,2.512079476,2.952820536,2.854050895,2.685103256,2.808910163,2.609734226,2.608470599,35-49_female
4.17819172,3.917522713,4.014927212,3.780016456,4.230721697,3.844591134,4.025328716,3.968638856,4.154407702,4.005510344,25-34_female
5.427867114,5.334591805,5.256081427,4.811537767,5.524900478,5.27454821,5.239562192,4.842489022,4.802707135,4.702032278,50-64_male
4.399686956,4.4171043,4.308428606,3.929275538,4.648356789,4.584778387,4.467758196,4.105620388,4.283385943,4.278402479,50-64_male
3.697233526,3.771663602,3.725450303,3.157953684,3.820095082,3.678872964,3.551057214,3.600755987,3.640049395,3.496082169,18-24_female
3.33955961,3.326131195,3.400501005,2.946371281,3.276029149,3.27886491,3.28409111,3.325782362,3.488334606,3.382883568,25-34_male
3.601399592,3.685047235,3.668204411,3.124974263,3.794413396,3.620040602,3.575137607,3.489901485,3.570326099,3.396528314,25-34_female
3.713525575,3.666961836,3.512650441,3.299207124,3.590977127,3.57401332,3.460700458,3.607383911,3.653253056,3.886845321,18-24_female
4.939368665,5.020388696,4.809321806,4.2991508,5.020600749,4.870338495,4.85165607,4.765988907,4.982938414,4.755719878,25-34_male
3.607931539,3.36885119,3.21860819,2.899017263,3.147632724,3.09404603,3.036561495,3.44751411,3.086009083,3.046519702,35-49_female
3.912087888,3.893168187,3.744885278,3.726339304,3.884821494,3.796731831,3.739371695,3.834256889,3.985131507,4.34712131,25-34_male
4.478527482,4.459855563,4.154547726,4.074813601,4.509371713,4.488329321,4.368323506,4.435443986,4.802772522,4.666234437,35-49_female
5.041755586,5.010029102,4.988703714,4.440517823,5.29927411,5.063793386,5.067313951,4.92391771,4.978635412,4.647437909,35-49_male
3.987453607,3.88665628,4.127694211,3.5322387,3.965843888,3.625940817,3.782859785,3.782869006,3.888878875,3.658325336,18-24_female
4.674233277,4.50556621,4.39464522,3.947399581,4.650303889,4.340518803,4.460482765,4.35140984,4.011312661,3.980348088,18-24_female
2.960892348,2.7837298,2.828209287,2.540021881,3.009043454,2.819434998,2.90460395,2.81295714,2.956267933,3.097496559,18-24_female
3.392916445,3.182847882,3.069739789,2.688816633,3.075186299,2.859727009,2.919942587,3.211283529,3.096022086,3.33601903,18-24_male
7.472678809,7.458662762,7.371816172,7.220774565,7.505069297,7.456731976,7.443919074,7.418630813,7.653847847,7.677670318,50-64_male
5.101513263,5.006497257,4.975318835,4.644774494,4.965895233,4.925816697,4.949135222,4.951442536,5.315733731,5.437963907,18-24_male
3.529375556,3.293615997,3.315426324,2.753108452,3.298445732,3.081373683,3.136498391,3.163000355,2.820802034,2.777482615,35-49_female
3.410603314,3.175986709,3.134802786,2.743272965,3.228583929,3.026840649,3.038627825,3.095418722,2.896469931,2.807131259,18-24_male
4.1295031,4.064502196,3.840258996,3.547691585,4.214362243,4.181187105,3.975293773,3.772905528,3.984585779,3.99115423,35-49_male
6.036961641,5.936760144,5.764137368,5.515318508,5.994858677,5.961665614,5.864338082,5.933607988,6.245161787,6.199838875,18-24_male
5.717060366,5.740664997,5.608191073,5.194878473,5.78278746,5.689110245,5.565949576,5.58134922,5.762411501,5.487227505,50-64_female
3.9635692,3.99394518,4.061327847,3.542994484,3.814716274,4.043614715,3.98558754,3.575479823,3.722080303,3.783871458,35-49_male
4.529523666,4.452515172,4.410173704,4.067505004,4.424029786,4.401205549,4.424962946,4.437560178,4.696716777,4.869968483,18-24_female
4.532926804,4.462766527,4.3888646,4.05466586,4.506197052,4.55156519,4.332208747,4.326009815,4.200399511,4.441210007,50-64_female
4.053759656,4.061603329,3.882602391,3.671785497,4.242560967,4.160294125,3.994702214,3.816489198,3.61694579,3.507882956,50-64_male
4.278245918,4.146532362,3.993447593,3.930754055,4.223611947,4.182781765,4.041823815,3.888765473,3.877334123,4.031210591,50-64_male
4.503518806,4.622662227,4.646848902,4.185343339,5.09543337,4.826483288,4.697780557,4.546889194,4.410132048,3.784164188,18-24_male
4.824769928,5.00099529,5.138986718,4.241354283,5.277240072,5.014447225,5.030886411,4.92674348,4.99490645,4.455099484,35-49_male
4.544854411,4.613905141,4.609126156,3.927176262,4.569264639,4.514422624,4.555517283,4.361156838,4.428288468,4.546550933,25-34_female
4.489470275,4.468252311,4.301879848,3.827714055,4.366263062,4.352559728,4.485249582,4.234594941,4.441322708,4.752066455,35-49_male
4.212235633,3.98680669,4.078877614,3.66328085,3.849198872,3.825956862,3.800427907,4.030116728,3.653612128,3.775988757,25-34_female
4.887144128,4.859187624,4.804313357,4.505473948,5.141449112,5.051728227,4.941049837,4.569470911,4.591762006,4.248481631,50-64_male
3.682714527,3.527129602,3.518715165,3.121481979,3.198677096,3.522443615,3.434072531,3.346718843,3.603290952,4.092987608,25-34_male
4.164262145,4.140316975,4.098343701,3.664549949,4.164359597,4.079188996,4.069331477,3.949863274,4.116555592,4.183177484,25-34_female
3.990770799,4.003829235,3.755819225,3.382739413,3.831695155,4.018013489,3.806036547,3.632471367,3.573836197,3.507571753,35-49_male
3.894442928,3.850472389,3.771873965,3.426289904,4.062059308,3.743750959,3.748862002,3.858741694,3.763110846,3.715256124,25-34_male
3.793766195,3.751634501,3.587546831,3.331329689,3.914573266,3.817114513,3.660059003,3.645654674,3.401561401,3.755936699,35-49_female
6.49905469,6.416611896,6.373936889,6.10324697,6.544888489,6.356627429,6.33138837,6.228181411,6.194093615,6.138157083,50-64_female
4.90433359,5.090841493,4.944768608,4.302487334,5.057639496,5.089304223,4.974421311,4.894937978,5.062003344,5.282529833,50-64_male
4.485986651,4.342774473,4.308170182,4.020580129,4.281647485,4.357807484,4.319376552,4.393458267,4.650727009,4.879208366,18-24_female
3.348389659,3.299307569,3.327132839,3.156688957,3.589509165,3.441533275,3.368466498,3.041499889,3.175370893,3.145308036,50-64_male
4.742199416,4.589202407,4.302672286,4.315445161,4.593330913,4.44448252,4.408779774,4.184825972,4.369855048,4.591063896,25-34_male
4.559208118,4.450356119,4.764918034,4.276525862,4.951749108,4.680754116,4.573545017,4.275630372,4.127617539,3.539224733,35-49_female
5.145829737,5.147851157,5.094538691,4.649829267,5.179236685,5.121258951,5.084721018,5.034176104,5.328533809,5.479915342,18-24_female
7.397188248,7.465044579,7.360192413,7.146238017,7.511020498,7.47766702,7.481158893,7.426566297,7.664967991,7.765656783,25-34_female
4.820476833,4.766372385,4.709509031,4.481425018,5.140783544,5.097327323,4.893881941,4.556161398,4.646364655,4.300387249,50-64_male
4.153635398,3.995698842,3.744289392,3.559682231,4.099605055,3.842625825,3.817781895,3.916646951,3.950198613,3.947444164,18-24_female
5.020452783,5.028009794,4.966004906,4.254197074,5.122218884,5.010901067,5.012695191,4.906548483,5.097942116,5.201265551,18-24_female
4.408979163,4.48224524,4.539725286,4.18519686,4.841437955,4.66807054,4.566597958,4.420277097,4.349192445,3.784237685,25-34_male
3.274833477,2.986691078,2.785033132,2.593592303,2.801953916,2.655070091,2.709821192,3.035845552,2.902134954,3.089994921,18-24_female
3.841894715,3.728207711,3.669373439,3.219108463,3.952699685,3.614674083,3.715463155,3.674829663,3.717032881,3.547521344,50-64_male
3.163251646,2.810966452,2.77390397,2.59415898,2.823219805,2.570685212,2.664578844,2.875004065,2.524107048,2.565096623,25-34_male
2.753652763,2.8941248,3.022908094,2.47502337,2.810159787,2.727470905,2.665566487,2.620235595,2.52374177,2.430184541,50-64_female
4.153557847,4.129119891,4.018197356,3.650346746,4.061460564,4.049588765,4.069210616,4.146399649,4.554532811,4.802961588,25-34_female
4.31726355,4.11092706,4.16959605,3.8652337,4.134178107,3.988650646,4.035344075,3.948504478,4.132826105,3.893619467,50-64_male
5.059042929,4.987897225,5.112754694,4.72432383,5.357280309,5.28049063,5.144066821,4.988398853,4.934094302,4.692304321,50-64_male
3.184653523,3.237064667,3.177870757,3.129466883,3.441875155,3.294192931,3.102257311,2.911862905,3.002497974,2.79301999,35-49_female
5.388691189,5.571968628,5.504158619,4.943393042,5.760188858,5.648217226,5.411956054,5.394931163,5.419597621,5.348761172,35-49_male
4.798889324,4.754641912,4.684572171,4.614957362,5.150707612,5.062028226,4.935098661,4.591570008,4.412110224,3.960057156,50-64_female
3.539093042,3.484568856,3.342885134,3.015592227,3.581412509,3.418459838,3.282017985,3.39120749,3.14512701,3.151228266,25-34_male
3.418182783,3.276915236,3.298599029,3.084727381,3.124949636,3.246291524,2.986462256,3.236869874,3.178619166,3.172387014,25-34_female
4.069826622,4.07186169,4.098744496,3.483820081,4.142163775,4.146932159,4.173723839,3.907288448,4.162700998,4.022036222,35-49_male
5.335535415,5.245761202,5.262568547,5.053266134,5.274393599,5.160377244,5.158432707,5.295189564,5.56331899,5.510344465,18-24_female
3.067651005,2.912639435,2.860169282,2.52945172,3.068005366,2.883180729,2.680486987,2.833166626,2.521058951,2.39953634,35-49_female
4.077043331,4.050145517,3.996487568,3.797799683,4.04032957,3.980051802,3.986048944,4.172874229,4.474288009,4.411600807,18-24_female
4.157783681,4.051110139,3.713297248,3.682311513,3.852275812,3.908818164,3.799685211,3.896246731,4.053938715,4.323611111,35-49_female
4.750011262,4.781159355,4.601125088,4.006902034,4.899814228,4.838390798,4.676787678,4.46766962,4.585152655,4.46547872,25-34_male
4.572991358,4.545718113,4.646086944,3.895955982,4.884198894,4.714363691,4.580189265,4.381688254,4.45300541,4.173911634,35-49_female
4.317105753,4.195443731,4.146723574,3.946387103,4.132707328,4.115196381,4.119624091,4.130726519,4.375212028,4.530839133,65-xx_female
4.47672049,4.347599514,4.250337725,3.836829467,4.256139957,4.241749865,4.245934737,4.293015068,4.286465649,4.460507269,35-49_female
5.647460046,5.755516509,5.552240721,5.117194844,5.920108313,5.850937187,5.624296578,5.58093884,5.655899885,5.524517284,35-49_female
4.528540952,4.326475092,4.317582286,3.830012473,4.613086543,4.440239936,4.233685,4.09824198,4.08031047,4.080630161,50-64_female
3.85985908,3.885754056,3.8824582,3.437026725,3.867520943,3.850853604,3.830946393,3.881571818,4.240176658,4.412320956,25-34_female
4.59551895,4.504946574,4.279439132,4.063231282,4.455590079,4.62079429,4.503108167,4.213771968,4.422308478,4.816093132,18-24_female
3.649100792,3.588769555,3.417844707,3.534921181,3.392461551,3.528053934,3.335828665,3.393286229,3.625198229,3.903347268,25-34_female
3.833810857,3.760734931,3.731363687,3.36819569,3.951708632,3.780560111,3.773462339,3.470545884,3.689916815,3.790006453,25-34_female
5.40695037,5.407238872,5.470825467,4.874740388,5.54045154,5.408772274,5.451530999,5.169937345,5.374795902,5.274542514,50-64_female
6.286752106,6.32252406,6.198359165,5.5857579,6.433182251,6.392562111,6.289357567,6.164515411,6.255121316,6.124145906,25-34_female
5.2582741,4.995569979,4.901555256,4.863592235,5.199712519,5.003861709,4.999445426,4.852724534,4.856240153,4.750730897,18-24_male
5.236031153,5.234815156,5.136421353,4.674752803,5.446149021,5.391864369,5.170500652,5.001376747,4.967479351,5.186786816,35-49_male
6.330953396,6.332912227,6.23200131,5.760317737,6.284987782,6.151747207,6.228978104,6.075946734,6.538189327,6.305556753,25-34_male
7.452706918,7.436660661,7.348048317,7.192197665,7.479287656,7.438071494,7.417574996,7.396455808,7.620475239,7.659998604,50-64_female
4.859368484,4.73505349,4.701878328,4.316430363,4.864758022,4.512779951,4.637253792,4.515746526,4.342622656,4.17046241,25-34_male
5.002733377,4.986674861,5.055156549,4.636695575,5.43178339,5.199271505,5.277547789,4.834384795,4.917885974,4.424026224,50-64_male
4.260523217,4.171671451,4.034362357,3.742112214,4.095081062,4.060144648,4.023905161,4.161236228,4.22448255,4.373002157,35-49_male
4.111459554,4.111763442,3.982092661,3.791315379,4.09412552,3.845360712,3.880326206,3.976739126,3.724468607,3.48062426,50-64_female
