@relation test
@attribute a0 real[2.480373889,8.932136417]
@attribute a1 real[2.369157633,8.926647256]
@attribute a2 real[2.434700777,8.870372827]
@attribute a3 real[2.040924748,8.651024408]
@attribute a4 real[2.242604259,8.974890896]
@attribute a5 real[2.067209279,8.895511092]
@attribute a6 real[2.197908446,8.934677462]
@attribute a7 real[2.304904958,8.904683608]
@attribute a8 real[2.046851063,9.191704194]
@attribute a9 real[2.016828165,9.225141122]
@attribute a10{25-34_male,35-49_female,50-64_male,35-49_male,50-64_female,18-24_male,18-24_female,25-34_female,65-xx_female}
@inputs a0, a1, a2, a3, a4, a5, a6, a7, a8, a9
@outputs a10
@data
3.396336873,3.270351225,3.182062482,2.820738342,3.453088372,3.194320008,3.164035729,3.296927,3.239466191,3.222677685,25-34_male
7.002708074,6.985736684,6.936418174,6.604769454,7.057021386,6.921647554,7.014180837,6.999045528,7.312961021,7.350332177,25-34_female
3.625994877,3.527627497,3.545744961,3.239362063,3.696856347,3.427411064,3.481024972,3.477728914,3.154338396,2.743590097,50-64_female
3.626125909,3.550332185,3.59223225,3.512446082,3.119032404,3.418321888,3.286520912,3.352396128,3.451812021,3.556938105,35-49_female
4.604450596,4.594908731,4.558194328,4.251902279,4.656814938,4.552167566,4.334053003,4.430065254,4.523541605,4.558705337,35-49_male
4.571258957,4.440651872,4.446027829,4.052874173,4.670278021,4.302322086,4.256388363,4.362980117,4.321846241,3.915181928,35-49_male
6.111183709,6.138546717,6.076083357,5.506980843,6.265946004,6.150864474,6.124431597,5.876542222,6.085757933,5.955663318,25-34_male
5.337334091,5.145984134,5.130268789,5.048853056,5.274367772,5.093993519,5.106434342,5.188590352,5.409697445,5.546321318,25-34_male
5.567076445,5.366938078,5.280413329,4.820916524,5.626812495,5.418899323,5.346398679,5.375377659,5.254312163,5.035412995,25-34_female
3.781396741,3.656833608,3.622342526,3.353269183,3.50255978,3.578905498,3.447061872,3.529154954,3.604780588,3.547655485,35-49_female
5.977199241,5.856946775,5.742424308,5.25091699,6.075225775,5.782772595,5.67922044,5.682887435,5.326640292,5.004475553,25-34_male
5.637615574,5.633729865,5.672707806,5.041330734,5.953431049,5.783156027,5.589320921,5.46196181,5.402827504,5.218097736,35-49_male
4.876690842,4.852999149,5.046794123,4.711504776,4.755208115,4.786347753,4.831918755,4.663898784,4.977715911,5.523811106,18-24_female
3.631092103,3.723741666,3.692278021,3.434970451,3.938093881,4.057569037,3.716777376,3.381881571,3.559051131,3.158860451,25-34_male
4.20437065,3.948008597,3.897313701,3.579817134,3.873944491,3.828416872,3.909146612,4.002253604,4.122151784,4.51812954,18-24_male
5.361379666,5.309245989,5.251961823,4.942104121,5.598727202,5.493348544,5.289884718,4.944800855,4.828919832,4.629895484,25-34_female
6.030325523,6.087698594,6.080215419,5.277362297,6.23824994,6.252058925,6.11695284,5.955341463,6.017814868,6.065885203,35-49_male
4.416320549,4.330494208,4.42128072,4.17501935,4.819131737,4.634985591,4.427399677,4.124227805,4.052166255,3.34442576,35-49_male
5.464311337,5.487141016,5.440091582,4.800165843,5.611159586,5.519789832,5.441221588,5.272764194,5.326421451,5.08779946,50-64_female
5.053305963,5.101158892,4.999039471,4.548725344,5.261734882,5.061966557,5.002836076,4.864685028,4.851554299,4.615579465,50-64_male
4.716385698,4.603794211,4.560810533,4.367342348,4.751029467,4.756476131,4.552341784,4.19446643,4.243437965,4.424611904,18-24_male
5.072657971,5.13252914,5.197728038,4.442893408,5.430300633,5.258505847,5.281125023,4.985762766,5.168346028,4.669777087,25-34_female
4.518925301,4.466980151,4.52267381,4.110806374,4.299104904,4.333022757,4.384861333,4.486307021,4.579889928,4.765607291,35-49_male
4.260633515,4.164408654,4.047035776,3.797757173,4.39358766,4.37624364,4.173780896,3.785031103,3.781557737,3.781831124,50-64_female
6.082440284,6.309785726,6.250484824,5.764484099,6.516559626,6.30061167,6.289025286,6.184269569,6.200300434,6.258991058,25-34_female
4.990434855,5.009563506,4.780484825,4.461924874,4.940575945,5.062546447,4.867140278,4.690126781,4.781410437,5.101582153,25-34_male
5.119084312,5.061479756,5.004575183,4.913770764,5.449706445,5.389877608,5.198433759,4.830726066,4.942206703,4.492512914,50-64_female
4.879842554,4.85737559,4.90969634,4.696437206,5.342295647,5.15571271,4.905635271,4.803980209,4.633377393,3.816519666,35-49_male
4.178693855,4.247450215,4.057880232,3.602349543,4.224859801,4.208907848,4.12816062,3.861588658,4.048877219,4.249786866,18-24_male
3.125041181,3.303544935,3.235623119,2.902397202,3.071611686,3.200345213,3.08730216,3.012880403,3.085690883,3.217630487,50-64_male
4.208088594,4.214396812,3.963668476,3.79726534,4.213378468,4.200400436,4.17655023,3.800809789,3.813409847,4.075823189,50-64_female
7.337073365,7.337368798,7.293459971,7.014549415,7.382372868,7.303462821,7.362315846,7.329977094,7.622420193,7.65776608,18-24_male
4.231457467,4.111746538,4.083002833,3.825242828,4.264833711,3.952912709,4.060254484,4.146389162,4.151323687,3.828293987,25-34_female
4.460067638,4.148346623,4.010296196,3.945073776,4.238606125,4.002643504,3.978766788,4.214284634,3.956378046,4.199105414,25-34_male
6.328812673,6.258813943,6.246802331,5.679326836,6.473338035,6.290473663,6.352677201,6.334382206,6.504219675,6.624586882,25-34_male
4.169466538,4.057820639,3.94941054,3.824415628,3.999314046,4.023995646,3.965002898,4.115777512,4.284533716,4.771962044,18-24_male
4.850113704,4.990648471,4.967763462,4.406306011,5.15294455,5.06623569,5.04502456,4.867546258,4.953584222,4.764674958,50-64_female
3.206139302,3.045963838,2.985968609,2.624014472,3.006820453,2.722011138,2.818445259,3.081025267,2.567411926,2.616887758,50-64_female
5.429154269,5.373658325,5.287867367,4.935807368,5.510774537,5.324307274,5.269842348,4.983346306,5.096113856,4.675400031,25-34_female
4.94662356,4.974679765,4.903933867,4.341805205,5.039265025,5.085255043,4.902272066,4.716312151,4.801844058,4.912652204,50-64_male
3.665084715,3.621731361,3.735228384,3.311667013,3.578100441,3.676852274,3.57131547,3.340555665,3.123754239,3.045877425,35-49_male
4.237252685,4.144114152,4.153533427,3.953619715,4.211460204,4.18239312,4.164192577,4.159400567,4.272085451,4.672687101,25-34_female
4.294843234,4.307407435,4.457506692,4.041335766,4.469333145,4.319743822,4.222501465,4.261507411,4.400833918,4.253026113,25-34_male
4.398165118,4.184173468,4.137132862,3.930993296,3.871854654,4.061083478,4.0466641,3.950940194,4.288227676,4.304277061,25-34_female
5.227526508,5.144592353,5.14535284,4.636301576,5.489490678,5.366329263,5.233081802,4.927092004,4.875226372,4.708182064,25-34_female
3.326244849,3.458783499,3.543269329,3.129204255,3.284476483,3.497865269,3.31522672,3.154776206,3.012651536,3.268457104,25-34_female
4.786618834,4.707210978,4.583623109,4.174635214,4.729219102,4.560550772,4.53883132,4.442222167,4.346786686,4.218625809,50-64_male
5.426796341,5.474111368,5.436704038,4.836564228,5.481557337,5.331878916,5.496098777,5.313136612,5.511418714,5.441057698,35-49_female
3.911365835,3.90660275,3.878398653,3.475182838,4.100150058,3.859805443,3.765132419,3.873673487,3.838623378,3.736929305,25-34_female
4.442938821,4.549497633,4.399171496,3.900472384,4.871802494,4.731449301,4.407697757,4.377341978,4.299276235,4.025603969,25-34_male
5.097971739,5.069533486,5.020757291,4.455003134,5.357061754,5.211749146,5.084595858,4.982048738,4.958864215,4.421949914,18-24_female
5.328805207,5.253922903,5.13950561,4.952545997,5.427081575,5.530968389,5.277853397,4.988532132,5.098711048,5.149244505,25-34_female
4.804524055,5.000913174,4.96969277,4.177210513,5.130669,5.06801726,4.980782023,4.902222808,4.841913675,4.688181575,35-49_male
5.59725303,5.522120518,5.418372043,4.985778501,5.710097057,5.75418402,5.581301581,5.323914325,5.498584929,5.585261407,35-49_male
4.044923556,4.066558521,4.076718953,3.550712438,4.236245706,4.032980753,3.901318293,4.045468827,3.842448325,3.514577751,25-34_male
4.145252855,4.056682786,3.901088682,3.482313029,4.212206667,3.995670698,4.012505626,3.927043447,3.81281008,3.980582769,25-34_male
4.670029433,4.518642216,4.230432684,3.827072338,4.35470925,4.507499246,4.316894935,4.17770113,4.399238288,4.705403646,50-64_male
4.76418059,4.551561405,4.618267666,4.51685941,4.544846885,4.585739666,4.471198383,4.603199772,4.879926846,5.002245433,18-24_female
3.703641178,3.710571898,3.641608633,3.317315307,3.578200888,3.472547799,3.685057341,3.585430995,3.86681619,4.109705404,50-64_male
4.273818973,4.217429221,4.20790968,3.838200137,4.265024112,4.166094043,4.221344045,4.363503402,4.865779721,4.898392687,25-34_male
3.282991543,3.268477183,3.179291145,2.805627966,3.27869703,3.208264047,3.14661194,3.079565,3.105928256,3.280406761,25-34_female
4.948463112,4.974217123,5.113164143,4.673027844,5.589484213,5.257346036,5.156939712,4.848401297,4.729081512,3.96777538,50-64_male
4.714166771,4.817404706,4.84684649,4.368975175,4.786938371,4.608398435,4.622308602,4.680635944,5.117588341,4.801321084,18-24_male
4.334128539,4.531305684,4.661817722,3.746237268,4.558358307,4.46720795,4.395263021,4.205455803,3.97913912,3.856287777,18-24_male
3.530149603,3.425018494,3.49381279,3.375577981,3.398716955,3.334091232,3.311296798,3.536874803,3.647650949,3.844245683,18-24_female
4.218257896,4.191788431,4.067720281,3.895910046,4.433003117,4.410717357,4.171591946,3.916909154,3.717942586,3.173796388,35-49_male
3.757317504,3.710341784,3.659227692,3.32671763,3.566870184,3.523960635,3.490266206,3.279564044,3.355186955,3.08300754,25-34_male
6.847192051,6.787784926,6.631687025,6.120787309,6.719227161,6.743474967,6.663549274,6.615035552,6.800484251,6.648681352,25-34_male
3.804436118,3.802210539,3.89507102,3.401301162,3.893129885,3.846154744,3.780761718,3.737134353,4.074620817,4.404283161,35-49_female
5.259659849,5.365064115,5.29138791,4.880957426,5.632707754,5.26011827,5.286594311,5.04867762,5.201652599,4.710768568,50-64_male
5.458540415,5.551167063,5.49488859,4.92735703,5.776928424,5.621736506,5.565937671,5.326918644,5.322051297,5.238803052,35-49_male
3.787086542,3.727278659,3.703268928,3.453265136,3.834484713,3.718018636,3.661796467,3.727081873,3.878336358,3.942690843,18-24_male
4.202589263,4.353801776,4.174789809,3.62762135,4.338074888,4.210269549,4.113733089,4.002225256,4.094428884,3.968650713,18-24_female
4.167155796,4.250629553,4.076151658,3.810788537,4.263558836,4.291431266,4.113820121,3.900272664,3.944078015,3.84347039,18-24_female
5.471339793,5.379501595,5.14477004,4.943604451,5.251219813,5.237003442,5.246872426,5.122857843,5.392322819,5.2745184,18-24_female
4.07241235,4.065014882,4.173592552,3.528070896,4.33966862,3.982780359,3.972181868,3.975317879,3.952496408,3.508489372,50-64_male
5.05967497,4.842041319,4.704630205,4.288329907,4.903209431,4.807072024,4.779567011,4.837999729,4.973231918,4.725094007,35-49_female
5.423567699,5.473994117,5.41853651,4.910479889,5.699889658,5.515103787,5.363975457,5.312572663,5.204869153,4.84090379,18-24_male
5.286128108,5.300976496,5.284505392,4.518333777,5.582018558,5.481074131,5.256810572,5.054871277,4.99229514,4.777951503,25-34_male
3.642941664,3.493359413,3.379317197,2.919756115,3.54507333,3.434176391,3.279262042,3.380210822,3.173381536,3.302732503,50-64_female
3.071655053,3.083977794,3.226837245,2.977461734,3.05773197,3.287909648,3.063027469,2.876094743,2.49609692,2.578047233,18-24_female
4.740289387,4.729793523,4.660037915,4.477171115,4.763188071,4.716669782,4.715013034,4.723384158,5.060822006,5.142534091,18-24_male
3.100905089,3.133785844,3.2178134,2.870994135,3.288778687,3.125341075,3.119954284,2.972646632,2.947889446,2.773756731,35-49_female
4.897171192,4.715261916,4.552060793,4.31203987,4.727578258,4.726179894,4.649800232,4.769907866,4.934114076,4.941265293,35-49_male
3.131639216,2.972330869,2.960065203,2.585011786,2.927767909,2.855006351,2.895818686,3.037695424,2.804051331,2.773300431,35-49_male
4.519123535,4.553160567,4.381832807,4.327122754,4.512750976,4.383322188,4.400975382,4.536296683,4.654991767,4.966783152,25-34_male
4.030515786,4.01168158,3.644057342,3.380930535,3.940854978,3.926086922,3.813938005,3.804550465,4.007235689,4.066225265,25-34_male
5.336855008,5.469332476,5.390488265,4.794324387,5.601497468,5.585323608,5.43323499,5.247376913,5.405329056,5.260104667,50-64_male
3.882820772,3.845681982,3.711484465,3.560327588,4.033680016,3.911457952,3.669500416,3.55095979,3.416255512,3.463169748,50-64_female
4.080468431,4.320918268,4.07515891,3.913588694,4.286116632,4.153230396,4.008497923,4.079086278,4.137158956,4.100145273,35-49_male
4.530671245,4.392558348,4.433450616,4.189776854,4.944584906,4.705286497,4.599625814,4.125325141,3.984829395,3.696236626,35-49_male
3.348141872,3.250293892,3.181847507,2.715881603,3.243472727,3.089034991,2.995255149,3.160159989,3.026231902,3.00560962,35-49_female
4.702748524,4.573807517,4.52536841,4.264223495,4.667640762,4.35202872,4.43293025,4.651286782,4.496003412,4.500646983,50-64_male
3.149439863,3.096867423,3.043175353,2.590531137,3.158379827,2.830627099,2.897254073,3.087955723,3.029006727,2.978840712,35-49_male
3.855673058,3.804785879,3.781139871,3.190359387,3.938847282,3.698800118,3.690540887,3.76652905,3.651501756,3.589613403,50-64_female
4.586179396,4.613745907,4.621666303,4.100045541,4.795483955,4.542394026,4.506619716,4.486022086,4.280752199,4.128407815,35-49_female
3.131691349,3.211299345,3.311844361,2.998421553,2.936753608,3.041657075,3.020467745,3.129624214,3.017847113,3.069872658,25-34_female
3.420252846,3.256960555,3.199887982,2.883135767,3.283079729,3.177738379,3.123096811,3.223919048,3.050830315,3.131037605,50-64_female
4.719581501,4.619909581,4.530048604,4.031307322,4.797330149,4.546680565,4.504595051,4.54733052,4.287808885,4.256906696,18-24_male
6.506549339,6.561274883,6.549344934,5.931432594,6.734408774,6.710618091,6.599142013,6.53866467,6.584584848,6.765733971,25-34_female
5.041346738,5.150728332,5.105741601,4.27109972,5.319285438,5.238205979,5.091523959,4.915317442,4.861997862,4.759710887,35-49_female
3.974877637,3.919124055,3.89520789,3.554837633,4.001419245,4.080639679,3.839247277,3.772828043,4.009442373,4.24486914,50-64_male
3.725213947,3.860235607,3.74694931,3.393684534,3.799178457,3.655472561,3.677220053,3.623911156,3.711297546,3.44147644,25-34_female
5.340453978,5.108662713,4.881880702,4.302236377,4.94516857,4.864962166,4.91930279,4.989678987,5.079676904,5.210997886,18-24_male
4.123913685,4.26808301,4.254002092,3.597152473,4.18520963,4.117927995,4.007724747,4.11390191,4.006753893,3.776289073,35-49_female
5.069607637,5.011489981,5.058058739,4.513151436,5.237052449,5.065673941,4.910496577,4.989020532,4.817043118,4.516832348,35-49_female
4.389821849,4.197945554,4.009667102,3.8131239,4.260695911,4.439383613,4.227344024,3.793056982,3.981888695,4.309840688,35-49_male
7.038583593,6.985058637,6.906242969,6.741199863,7.039827293,7.03855922,6.985951846,6.97850048,7.168262564,7.293375013,25-34_female
4.993315259,4.800147447,4.706744903,4.455581765,4.96513124,4.766919103,4.740761655,4.770473253,4.817729217,4.821347067,35-49_female
2.864626028,2.626271334,2.715703626,2.340691777,2.548469035,2.328739446,2.491481741,2.64372268,2.185042803,2.259215242,25-34_male
3.880311867,3.944221602,3.861359554,3.503677168,3.847238104,3.782449681,3.801916268,3.602619336,3.631306956,3.548184579,50-64_male
3.247937247,3.176587221,2.985299378,2.55381245,3.217981342,3.053297947,2.894173845,3.171751605,2.935983267,3.031673288,25-34_female
5.469446926,5.483925009,5.423530797,4.836428654,5.647994451,5.466575591,5.323248902,5.539930402,5.478376993,4.723732005,25-34_male
3.728614929,3.726345064,3.765171977,3.525128782,3.555453834,3.523000064,3.575300868,3.725224576,3.897284831,4.088121287,50-64_female
2.947298412,3.055592853,2.98969585,2.693256474,2.769154864,2.917426959,2.795955364,3.012892871,3.129231331,3.454394536,35-49_male
5.971475233,5.878017917,5.842650525,5.135826925,6.024607801,5.9415371,5.828498847,5.819809599,5.833108785,5.827789885,18-24_male
4.168215519,4.387529988,4.404176585,3.503257926,4.407869215,4.301943242,4.279541362,4.17046345,4.240027627,3.976637158,25-34_male
6.18472866,6.111798254,5.918711893,5.471719054,6.117872795,6.125671639,6.075129469,5.974393751,6.303318066,6.106645176,50-64_female
6.270735407,6.253336404,6.172676714,5.936536176,6.276369959,6.227660763,6.270638254,6.245295597,6.541172032,6.699827599,25-34_male
6.22564812,6.0510054,6.047915588,5.730698751,6.259328786,6.099825693,6.027244023,6.021741298,6.089033625,5.808280945,25-34_male
3.268257389,3.198580218,3.118532532,2.768777693,3.094766346,3.020640852,2.897019782,3.118468309,2.948634993,3.021212168,35-49_male
3.288652033,3.083915883,2.9575712,2.614056818,3.211774529,3.01099511,2.824330585,3.035375551,3.051502855,3.055738223,50-64_female
4.425499554,4.418826188,4.415722283,4.451065668,4.822236451,4.71008455,4.419955078,4.252970453,4.085978392,3.757893154,35-49_male
3.829348455,3.796112,3.778185351,3.649327589,3.998875525,4.206283723,3.891623689,3.473926738,3.455540991,3.557672883,18-24_male
5.326964333,5.325768493,5.298627043,4.878952972,5.154958438,5.212050332,5.253765315,5.367844213,5.644142703,5.876304298,25-34_male
5.20102518,5.250601833,5.213057545,4.897364812,5.673989231,5.419900181,5.330898269,5.075371964,4.995798738,4.683784887,50-64_male
4.029219703,3.928928074,3.6948509,3.414500466,3.917561654,3.883086308,3.76812278,3.49796777,3.430610004,3.382929689,50-64_female
5.958158223,6.051380471,5.937380373,5.377182179,6.08665603,6.002256391,5.979699327,6.002729955,6.346712964,6.311672089,35-49_male
3.742061661,3.430382162,3.402906232,2.905686971,3.530766086,3.223262767,3.439606977,3.434507705,3.355282976,3.527418749,25-34_female
6.492051722,6.449990626,6.246540262,6.014784094,6.354502999,6.438849708,6.325758912,6.284805011,6.403685441,6.427715649,50-64_female
4.031899521,3.932765046,3.967852751,3.453726619,4.071390316,3.831077077,3.767729411,3.959794194,3.607101351,3.51333085,50-64_female
4.581304917,4.44329012,4.329982898,3.890050644,4.5585817,4.555141564,4.356749208,4.09318134,4.161005656,3.997975513,25-34_male
3.584671141,3.537186888,3.636497085,3.356047398,3.365317013,3.465485016,3.350265976,3.604372036,3.879451804,4.057979894,50-64_male
3.815108817,3.60271576,3.597892896,3.419350327,3.687647883,3.445702021,3.528319445,3.67067706,3.775138506,4.124359516,18-24_female
5.309267329,5.429654889,5.35808114,4.751426833,5.581272383,5.579520448,5.322887921,5.066253292,5.022464338,4.903437674,50-64_male
5.035666138,5.148430442,4.951003527,4.483890438,5.236878492,5.224227337,5.087297187,4.921272673,5.006506934,4.874169636,25-34_male
5.499493772,5.626320548,5.547163339,4.834898003,5.812168964,5.826441476,5.711703032,5.609781085,5.792977707,5.703087666,25-34_female
4.521686217,4.523626826,4.34057428,4.330357594,4.551944423,4.622088914,4.417560995,4.190402588,4.445640612,4.717092106,35-49_female
6.46932578,6.538053879,6.524983926,6.146131669,6.645381483,6.51154848,6.547794543,6.4407105,6.660186206,6.567046017,25-34_male
3.35055526,3.072498943,3.130081362,2.890642051,2.800255122,2.720370012,2.805885956,3.142361362,2.775087165,2.993529826,50-64_male
3.30188687,3.308309845,3.392109474,2.897248151,3.364094729,3.48487717,3.364392026,3.111222221,2.994146476,3.164840236,35-49_female
5.182028415,5.138971246,5.296741522,4.760989677,5.670080807,5.441047055,5.322397593,4.872577165,4.833510018,4.346174438,50-64_female
4.85198546,4.809211565,4.583264483,4.203745402,4.983750705,4.926008031,4.688313581,4.516671766,4.574554629,4.788029053,50-64_female
4.257650763,4.267148701,4.326930565,3.759232138,4.245890544,4.265043439,4.207403348,4.191155468,4.238209564,4.445872823,18-24_male
3.234995255,3.089261791,3.15225001,2.78634835,3.455691482,3.137435391,3.127633075,3.087138373,3.025515818,2.626391325,25-34_female
4.432539016,4.357268547,4.251033814,3.930849761,4.490068395,4.446570045,4.2420354,4.34215745,4.450481318,4.327463102,50-64_male
5.849914591,5.948131528,5.72594593,5.262610763,5.987149108,5.972911508,5.817356172,5.671612611,5.791694444,5.776712381,50-64_male
3.734384227,3.677899834,3.54650137,3.234961385,3.722334862,3.526897746,3.446842629,3.621120476,3.469037424,3.404243763,50-64_male
4.170033069,4.105696462,3.918718898,3.423610983,4.287133811,4.127279837,4.110929799,3.955843583,4.063825182,3.91249979,18-24_male
5.240013176,5.216622007,5.1259842,4.703134988,5.292579241,5.165068151,5.151103037,4.82277722,5.018399134,4.835777017,25-34_female
4.386935793,4.338003838,4.264591015,3.948313074,4.324103963,4.256586827,4.338225976,4.280698352,4.752679009,4.619268859,25-34_male
3.289761367,3.364766989,3.254000018,3.114458794,3.374863193,3.201687184,3.152260793,3.215704107,3.177422454,3.110956565,18-24_male
4.249353661,4.243830098,4.376140206,4.030326565,4.649362645,4.393317253,4.2616547,4.029809638,3.813735643,3.242182319,35-49_male
4.566612008,4.229989184,4.080188648,3.801309839,4.187037959,4.12117997,4.162034282,4.288613471,4.078723072,4.227098641,35-49_male
3.506541838,3.335077574,3.264262391,3.021994716,3.48728215,3.322837663,3.352125115,3.173195259,3.447895563,3.380888591,35-49_female
5.284547853,5.256887533,5.18412118,4.752301387,5.470148158,5.313449065,5.244415082,5.121697461,5.152271424,5.219078282,50-64_female
6.01682261,5.917080399,5.859112543,5.451045046,5.842017555,5.83200256,5.710406896,5.891112841,5.863320899,5.734131585,50-64_male
3.047203843,3.077326772,3.042409275,2.772111046,2.754289854,3.080855502,2.944546046,2.923068266,3.08344767,3.492879586,35-49_female
4.781892803,4.738545134,4.578256693,4.028626505,4.872074909,4.837657964,4.791638501,4.521257766,4.749340378,4.836760171,25-34_female
5.099366752,5.11487155,4.966590745,4.784952356,5.165993061,5.018874698,4.959290077,4.983289736,5.121333723,4.979475317,35-49_female
4.093374334,4.020881839,3.884085844,3.642228173,3.988600562,4.11738538,3.911274883,3.749045584,3.842546617,3.670504747,50-64_female
5.62248818,5.580539915,5.391058529,5.069334751,5.669826258,5.609488612,5.519860671,5.40100354,5.58129439,5.343265139,50-64_male
5.202011619,5.191081998,5.036859481,4.568815248,5.252110195,5.130235872,5.063396878,4.938068167,5.092686564,4.918297836,50-64_female
5.426069043,5.435949308,5.490970356,5.340637033,5.854583623,5.819914357,5.475346989,5.151755917,5.007577696,4.774499119,50-64_female
6.612418179,6.657012455,6.48026455,5.908277623,6.631028853,6.686751773,6.574328281,6.574093172,6.930411066,6.764361398,25-34_male
4.997270144,4.980893497,4.824932904,4.69581895,5.066994343,4.862159075,4.812323871,4.780232135,4.669230895,4.733369945,50-64_male
5.477521075,5.522176547,5.453453143,5.090942664,5.30325433,5.40423154,5.339781358,5.351898417,5.619328889,5.714876132,50-64_female
3.411556369,3.017483169,2.870768895,2.863181911,2.850611873,2.734045542,2.72872447,3.067615443,2.92307698,3.095151021,35-49_male
5.654073335,5.578205014,5.729206677,5.221832966,6.147189376,5.900473619,5.736936755,5.473618317,5.356123922,4.820016217,35-49_male
4.461080804,4.595730326,4.551243316,3.966894719,4.723816932,4.587712985,4.670197915,4.257977547,4.334899688,4.311776828,35-49_male
5.156938318,5.033602691,5.124563757,4.715694353,5.468500487,5.402484675,5.143484069,4.789518848,4.802923062,4.530210065,25-34_female
4.228752452,4.238179186,4.197311389,3.944359454,4.046662025,4.108207965,4.086992904,4.003105714,4.021532372,4.051126583,50-64_female
4.453706435,4.306122955,4.326864887,4.268559876,4.321021638,4.320249118,4.254670991,4.276889419,4.522653666,4.693593729,18-24_female
4.865727097,4.708893737,4.704760249,4.397575685,4.745224363,4.689636565,4.652139011,4.718505193,4.975620643,5.079960941,18-24_male
4.78403948,4.527751365,4.465477676,4.129580001,4.767908545,4.531310064,4.518648546,4.534153559,4.622005563,4.769338417,25-34_female
4.727930284,4.765784642,4.649307977,4.057965502,4.872989805,4.776801238,4.66362872,4.536982831,4.55300726,4.758993617,35-49_male
5.533857665,5.457413216,5.543226137,5.020791718,5.432304473,5.33313065,5.32282491,5.413704434,5.728743534,5.370040873,25-34_female
4.177943603,4.138803279,4.103262145,3.85935449,3.965115123,4.14221623,4.039818183,4.088449523,4.408880397,4.769039257,35-49_male
3.367979745,3.392534485,3.310154425,2.784786255,3.443717726,3.268518634,3.091585524,3.240271613,3.006715262,2.912037774,35-49_female
5.162847379,5.061281916,5.003220534,4.55128079,4.922815773,4.934450134,4.942165715,4.798362741,4.9841218,5.113207819,25-34_female
3.860022808,3.850244101,3.672401682,3.35473126,3.957799385,3.842579549,3.745563801,3.525435937,3.55180393,3.895649084,18-24_male
4.846407263,4.836804752,4.718240164,4.315414485,5.027429359,4.946415009,4.860111745,4.463593902,4.517993037,4.572343533,35-49_female
2.613852678,2.427138767,2.553725277,2.146291724,2.450916651,2.377333193,2.298524163,2.369602276,2.272783889,2.165720155,50-64_male
3.862930649,3.641178469,3.554676492,3.245165515,3.871639681,3.561079686,3.514388635,3.694370755,3.288302915,3.309694247,35-49_female
4.701842077,4.706047765,4.685593807,4.412037383,4.812537827,4.735546138,4.717390869,4.634945656,4.87882712,4.953145587,18-24_male
4.493147386,4.457592067,4.235251218,3.862073178,4.495101848,4.601137067,4.585592313,4.443110759,4.628659706,4.767220154,18-24_female
5.026758065,4.903433414,4.883166569,4.449916629,5.121533898,4.974465461,4.888088535,4.747474223,4.922519814,4.810501998,25-34_male
3.587596168,3.616184799,3.422922935,3.01350632,3.555955476,3.394867117,3.367124904,3.422998832,3.544583328,3.477872732,25-34_male
6.927336814,6.918508171,6.863497997,6.640726585,7.006717536,6.946181384,6.843456845,6.85679851,7.048984068,7.146615958,50-64_male
4.742806554,4.708496803,4.732021271,4.516068605,5.311790975,5.137331108,5.017574828,4.76588422,5.041800566,4.877459075,35-49_female
4.860273209,4.93627164,4.848850923,4.40006615,4.933022023,5.014120227,4.871257136,4.676853967,4.759744771,4.367108922,35-49_female
3.450840635,3.52580586,3.725465837,3.271122423,3.342395146,3.530083673,3.496515871,3.476073538,3.641347067,3.918031841,25-34_male
4.980908682,4.925765504,5.036887779,4.776900992,5.525291781,5.273666356,5.220360103,4.784010817,4.653429486,4.147217251,35-49_female
3.426268958,3.297707366,3.212680309,2.838637162,3.24843502,3.210644724,3.103475972,3.337699723,3.245979241,3.184588767,18-24_female
4.622258944,4.691593225,4.795298841,4.20158524,4.912386011,4.869423009,4.790794901,4.600343921,4.555822945,4.608140101,50-64_female
3.678770398,3.811745621,3.868378419,3.337175811,3.791340691,3.876325051,3.768179128,3.647093284,3.452045313,3.934213541,18-24_female
4.567477768,4.591666671,4.462987521,3.913810062,4.72708773,4.597267107,4.479016924,4.418231759,4.415985127,4.090614697,18-24_female
4.078648973,3.961641407,3.932567777,3.780532918,4.046209106,3.918791875,3.936730202,4.006474154,4.290668088,4.432902032,25-34_female
3.481124163,3.136257194,3.104487548,2.635822391,3.212423112,2.986874743,3.025893209,2.938332523,2.726061238,2.561937069,35-49_male
4.74378136,4.755395078,4.604792331,4.109010786,4.932669835,4.800203857,4.669313876,4.629281231,4.584118662,4.563163296,50-64_male
3.496476116,3.250469947,3.202878111,2.736181285,3.236957497,3.055825079,3.058536107,3.010240647,2.645849902,2.737324509,35-49_male
7.232234877,7.165511346,7.007164079,6.946458658,7.099942087,7.049290501,7.026137859,6.990381293,7.2008943,7.51370132,25-34_female
4.78227351,4.855690068,4.966100908,4.608447128,5.401906286,5.167957369,5.017273742,4.800296137,4.732120231,4.167336679,50-64_male
4.005456088,4.144706539,3.893213505,3.376086048,4.099565603,4.213250136,3.9802811,3.849552526,3.650946189,3.860670917,35-49_male
3.958580064,3.878512321,3.809697826,3.285933296,4.102975161,3.74086443,3.779446735,3.789491228,3.722398226,3.654348738,35-49_female
4.265903178,4.308826074,4.306261092,3.540091006,4.35668903,4.213368048,4.180607167,4.084014144,3.936254048,3.761731618,50-64_male
3.544679581,3.453589846,3.333279413,3.003853675,3.535373317,3.371040663,3.238496268,3.350862923,3.120785593,3.033948979,35-49_female
